"rgn_id","sciname","popn_trend"
3," Carcharhinus perezi",
4," Carcharhinus perezi",
2," Carcharhinus perezi",
1," Carcharhinus perezi",
3,"Caretta caretta",
4,"Caretta caretta",
2,"Caretta caretta",
1,"Caretta caretta",
3,"Chelonia mydas","Decreasing"
4,"Chelonia mydas","Decreasing"
2,"Chelonia mydas","Decreasing"
1,"Chelonia mydas","Decreasing"
3,"Eretmochelys imbricata","Decreasing"
4,"Eretmochelys imbricata","Decreasing"
2,"Eretmochelys imbricata","Decreasing"
1,"Eretmochelys imbricata","Decreasing"
3,"Galeocerdo cuvier","Unknown"
4,"Galeocerdo cuvier","Unknown"
2,"Galeocerdo cuvier","Unknown"
1,"Galeocerdo cuvier","Unknown"
3,"Isurus oxyrinchus","Decreasing"
4,"Isurus oxyrinchus","Decreasing"
2,"Isurus oxyrinchus","Decreasing"
1,"Isurus oxyrinchus","Decreasing"
3,"Prionace glauca","Unknown"
4,"Prionace glauca","Unknown"
2,"Prionace glauca","Unknown"
1,"Prionace glauca","Unknown"
3,"Rhincodon typus","Decreasing"
4,"Rhincodon typus","Decreasing"
2,"Rhincodon typus","Decreasing"
1,"Rhincodon typus","Decreasing"
