"cntry_key","year","usd"
"BLZ",1980,1616.117636
"BLZ",1981,1748.965236
"BLZ",1982,1802.249649
"BLZ",1983,1783.209009
"BLZ",1984,1833.205603
"BLZ",1985,1856.389494
"BLZ",1986,1930.502015
"BLZ",1987,2150.283436
"BLZ",1988,2367.456771
"BLZ",1989,2710.561404
"BLZ",1990,3042.949356
"BLZ",1991,3407.308183
"BLZ",1992,3827.291879
"BLZ",1993,4082.823977
"BLZ",1994,4091.533382
"BLZ",1995,4119.742375
"BLZ",1996,4144.203901
"BLZ",1997,4251.54997
"BLZ",1998,4341.433877
"BLZ",1999,4651.814392
"BLZ",2000,5220.683876
"BLZ",2001,5452.597942
"BLZ",2002,5671.74435
"BLZ",2003,6169.788381
"BLZ",2004,6468.729216
"BLZ",2005,6711.595384
"BLZ",2006,7066.867793
"BLZ",2007,7183.537072
"BLZ",2008,7408.545427
"BLZ",2009,7288.142874
"BLZ",2010,7413.171811
"BLZ",2011,7529.488344
"BLZ",2012,7948.75998700014
